target_id,regression_order,role,quantity,value,unit,species,solvent,T_K,P_bar,composition_basis,composition_value,basis,source_classification,source_id,source_locator,source_row,underlying_reference,extraction,source_sha256,uncertainty_value,uncertainty_unit,uncertainty_meaning,tracer_status
figiel2025-s5-V3p-lit-01,a,underlying_literature_value,single_ion_solvation_gibbs_energy,-4202.1,kJ/mol,V^3+,water,298.15,1,ion mole-fraction limit,x_ion -> 0,x-treatment; gas at 1 bar to hypothetical dilute-ideal solution at 1 bar; negative is favorable gas-to-solution transfer,table-derived,figiel-2025-official-si,"SI Table S5, PDF page 9 of 10",V^3+ literature value 1,SI ref 13,Manual transcription from the official SI PDF; model-output column excluded.,005b38ed566ec3c09b87e1ca3a9dd6eeafc9ba75e1a30b9322291d770bb93895,,,No uncertainty is reported in SI Table S5.,later_capability_gate
figiel2025-s5-V3p-reported-average,a,reported_average_target,single_ion_solvation_gibbs_energy,-4202.1,kJ/mol,V^3+,water,298.15,1,ion mole-fraction limit,x_ion -> 0,x-treatment; gas at 1 bar to hypothetical dilute-ideal solution at 1 bar; negative is favorable gas-to-solution transfer,table-derived,figiel-2025-official-si,"SI Table S5, PDF page 9 of 10, reported Delta G_i infinity,lit column",V^3+ reported average,Figiel-reported average of the listed SI values; H+ uses SI ref 9 only,Transcribed as reported; retained separately and not replaced by a locally recomputed mean.,005b38ed566ec3c09b87e1ca3a9dd6eeafc9ba75e1a30b9322291d770bb93895,,,No uncertainty is reported for the SI Table S5 average.,later_capability_gate
figiel2025-hamer-licl-001,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.965,1,LiCl,water,298.15,1,formula-unit molality,0.001,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 2,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-002,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.952,1,LiCl,water,298.15,1,formula-unit molality,0.002,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 3,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-003,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.928,1,LiCl,water,298.15,1,formula-unit molality,0.005,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 4,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-004,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.904,1,LiCl,water,298.15,1,formula-unit molality,0.01,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 5,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-005,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.874,1,LiCl,water,298.15,1,formula-unit molality,0.02,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 6,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-006,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.827,1,LiCl,water,298.15,1,formula-unit molality,0.05,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 7,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-007,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.789,1,LiCl,water,298.15,1,formula-unit molality,0.1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 8,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-008,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.756,1,LiCl,water,298.15,1,formula-unit molality,0.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 9,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-009,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.743,1,LiCl,water,298.15,1,formula-unit molality,0.3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 10,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-010,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.739,1,LiCl,water,298.15,1,formula-unit molality,0.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 11,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-011,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.739,1,LiCl,water,298.15,1,formula-unit molality,0.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 12,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-012,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.742,1,LiCl,water,298.15,1,formula-unit molality,0.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 13,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-013,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.748,1,LiCl,water,298.15,1,formula-unit molality,0.7,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 14,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-014,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.756,1,LiCl,water,298.15,1,formula-unit molality,0.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 15,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-015,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.765,1,LiCl,water,298.15,1,formula-unit molality,0.9,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 16,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-016,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.775,1,LiCl,water,298.15,1,formula-unit molality,1,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 17,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-017,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.798,1,LiCl,water,298.15,1,formula-unit molality,1.2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 18,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-018,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.825,1,LiCl,water,298.15,1,formula-unit molality,1.4,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 19,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-019,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.855,1,LiCl,water,298.15,1,formula-unit molality,1.6,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 20,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-020,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.888,1,LiCl,water,298.15,1,formula-unit molality,1.8,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 21,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-021,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,0.924,1,LiCl,water,298.15,1,formula-unit molality,2,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 22,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-022,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,1.029,1,LiCl,water,298.15,1,formula-unit molality,2.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 23,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-023,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,1.157,1,LiCl,water,298.15,1,formula-unit molality,3,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 24,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
figiel2025-hamer-licl-024,b;c,aqueous_interaction_fit,stoichiometric_mean_ionic_activity_coefficient,1.312,1,LiCl,water,298.15,1,formula-unit molality,3.5,molality-scale gamma_pm with the infinitely dilute solution reference state,direct,hamer-wu-1972-aqueous-alkali-halides,"Hamer and Wu (1972), Table 9; retained Validation source packet",retained CSV row 25,Figiel main-paper ref 71; doi:10.1063/1.3253108,Existing manual transcription independently checked against the official NIST PDF and retained Figiel tables.,2f63e13f06a5b0f4e8bca2980b6a8d9d7fb0f839153c43e3a71952daf9796595,,,No pointwise uncertainty is retained or used as a model tolerance.,first_tracer_support
